NAME, PRICE, RATINGS, NUMBER OF RATINGS, DESCRIPTION

FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls, ₹749, 4.1 out of 5 stars, 6,680 ratings, ['Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects', '']
URBAN TRIBE Airborne 30L Convertible Laptop Backpack for Men and Women | Laptop Bag 15.6 inch | Suitcase/Briefcase Style Backpack, ₹1,287, 4.1 out of 5 stars, 198 ratings, ['Separate Laptop compartments for better organisation and to pack your extra stuff in an orderly manner', 'Carry over 2 days of clothing, your office necessities along with your 15.6 inch laptop, files and other documents in a neatly organised way.', 'Efficient organizer on the inside to help you in keep your things separately in an orderly manner.', 'Thoughtful reflective Branding adds to your safety during evening & night times, by increasing the visibility of the bag', 'Easily fits as Cabin luggage']
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6 inch laptop) 30 L (Blue & black), ₹499, 4.3 out of 5 stars, 13,243 ratings, []
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag, ₹689, 4.1 out of 5 stars, 1,958 ratings, ['Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories', 'CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem', '', '', '']
TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND), ₹529, 3.7 out of 5 stars, 2,774 ratings, ['Ease of Access-Multi purpose pockets Super sorted stuff It has a vibrant and stylish design, along with the added benefit of spacious interiors.', 'Anti - Theft Pocket-Hidden storage pocket for important documents like passports, tickets, cash while on the go.', 'Integrated Fast charging port-Unique pre-fitted USB port helps you to easily connect your phone or any other device with your power bank. Charging system for smart devices , with free USB (power bank not included )', 'Care Instructions: Wipe with Dry Cloth', 'Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6" laptop from most brands, but it may not be suitable for all brand 15.6". Since there maybe exist slight size difference among different laptop brands.']
GRAND PITSTOP GRPack NightWing Anti Theft Backpack With safety flashers for 15.6 inch Laptop Compartment, Light Weight, Quick Access Pockets, Water Resistant Multifunctional Backpack 25 L, ₹3,499, 4.2 out of 5 stars, 1,052 ratings, ['Safety Flashers: The inclusion of safety flashers enhances your visibility, especially when traveling in low-light conditions or at night. This is a valuable safety feature for cyclists and pedestrians.', 'Anti-Theft Design: This backpack is equipped with anti-theft features, which could include hidden zippers and pockets, as well as RFID-blocking compartments to protect your personal information.', 'Laptop Compartment: The backpack features a dedicated compartment for a 15.6-inch laptop, providing secure storage and protection for your computer while on the move.', 'Quick Access Pockets: Quick access pockets are a convenient feature for storing items you need to reach quickly, such as your phone, wallet, or keys.', '']
Genie Flamenco2 Casual Backpacks for Women, ₹649, 4.4 out of 5 stars, 1,633 ratings, ['Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 13 liters, Weight: 355 g, Dimensions: 29 x 35.5 x 13 cm Warranty: 12 months', 'Spacious compartment with Tablet sleeves: To have entertainment & work, on the Go! One side pocket: For holding water bottle, clipping pens or pencil or storing other items. Easily accessible front pocket: To keep all your essentials such as wallet, ticket, cosmetics.', "Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!", 'Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.', "Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack."]
WALKENT Premium 15.6 Inch Laptop Bag Anti-Theft | Waterproof Backpack | External USB | Multiple Pockets | Cushioned Strap | For Office College Men Women - Craft (27ltr), ₹2,421, 4.1 out of 5 stars, 455 ratings, []
COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop, ₹1,899, 4.2 out of 5 stars, 999 ratings, ['26L capacity : Weight: 950 gm Dimension: 17.5x12.5x7.5 inches', 'Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Compartment Description: Up To 15 Inches; Water Resistance Level: Water Resistant; Closure Type: Zipper; Lining Description: Polyurethane; Pattern Name: Solid; Style Name: Travel Backpacks; Age Range Description: Adult; Special Features: Laptop Compartment']
COSMUS Darwin 29 litres Office Backpack sleek everyday use backpack, ₹1,192, 4.3 out of 5 stars, 10,008 ratings, ['2 Large Compartments + 2 Easy access front Pocket with organizersection & 2 mesh side pocket', 'Made in India. Outer Fabric: Durable PU coated water resistance Polyester Fabric.', 'Well cushioned Laptop compartment for upto 15.6 inch Laptop', 'Weight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD); Warranty: 1 year Warranty against manufacturing defects.', 'Lining Description: Polyurethane; Water Resistance Level: Waterproof; Special Features: Bottle Holder; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket']
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover, ₹689, 3.9 out of 5 stars, 3,853 ratings, ['This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17"), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.', "Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.", 'Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.', "Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.", '']
FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls, ₹749, 4.1 out of 5 stars, 6,680 ratings, ['Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects', '']
Lenovo 15.6" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps, ₹449, 4.4 out of 5 stars, 5,280 ratings, []
American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK), ₹1,099, 4.0 out of 5 stars, 56,360 ratings, []
Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips, ₹399, 3.9 out of 5 stars, 17,617 ratings, ['SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17"), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort.', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', '', '', '']
Genie Flamenco2 Casual Backpacks for Women, ₹649, 4.4 out of 5 stars, 1,633 ratings, ['Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 13 liters, Weight: 355 g, Dimensions: 29 x 35.5 x 13 cm Warranty: 12 months', 'Spacious compartment with Tablet sleeves: To have entertainment & work, on the Go! One side pocket: For holding water bottle, clipping pens or pencil or storing other items. Easily accessible front pocket: To keep all your essentials such as wallet, ticket, cosmetics.', "Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!", 'Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.', "Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack."]
